,1. open,2. high,3. low,4. close,5. volume
2024-07-29,1610.2,1631.7,1598.2,1606.75,2444610.0
2024-07-26,1603.95,1621.9,1596.55,1617.8,1012409.0
2024-07-25,1594.3,1624.85,1594.3,1616.3,422562.0
2024-07-24,1615.75,1621.0,1588.5,1604.7,262647.0
2024-07-23,1649.95,1649.95,1604.75,1618.0,290244.0
2024-07-22,1615.05,1650.75,1613.0,1640.8,1582238.0
2024-07-19,1618.5,1623.6,1603.15,1607.1,672123.0
2024-07-18,1607.4,1623.9,1598.85,1614.5,516402.0
2024-07-16,1620.0,1626.8,1617.0,1619.9,315945.0
2024-07-15,1622.2,1630.0,1615.2,1622.1,1403439.0
2024-07-12,1622.0,1638.0,1611.3,1624.35,954192.0
2024-07-11,1625.95,1625.95,1601.0,1621.7,711836.0
2024-07-10,1636.45,1640.0,1621.0,1626.25,653399.0
2024-07-09,1629.95,1646.8,1623.25,1636.5,209024.0
2024-07-08,1641.95,1655.0,1626.85,1634.9,1500000.0
2024-07-05,1688.95,1688.95,1642.05,1648.1,1760000.0
2024-07-04,1760.0,1760.0,1724.15,1726.6,978060.0
2024-07-03,1789.0,1791.9,1765.2,1768.35,764290.0
2024-07-02,1715.0,1734.9,1703.0,1730.55,369450.0
2024-07-01,1682.0,1707.75,1680.75,1704.75,950720.0
2024-06-28,1697.95,1706.1,1678.8,1683.55,1070000.0
2024-06-27,1698.4,1713.0,1687.0,1696.5,263950.0
2024-06-26,1709.6,1710.7,1691.1,1699.5,372270.0
2024-06-25,1672.1,1717.1,1672.0,1710.9,1520000.0
2024-06-24,1649.95,1675.75,1645.7,1672.1,1840000.0
2024-06-21,1673.0,1673.55,1642.9,1665.4,1400000.0
2024-06-20,1663.05,1681.2,1651.5,1669.0,987500.0
2024-06-19,1611.0,1669.95,1603.9,1658.0,2380000.0
2024-06-18,1595.0,1610.65,1589.15,1608.75,765840.0
2024-06-14,1582.05,1599.7,1578.75,1597.45,1960000.0
2024-06-13,1580.0,1586.0,1574.15,1580.9,224630.0
2024-06-12,1573.2,1588.0,1566.5,1573.85,348770.0
2024-06-11,1557.95,1570.85,1552.0,1564.75,567480.0
2024-06-10,1577.95,1580.5,1557.0,1561.5,1250000.0
2024-06-07,1560.5,1584.0,1552.6,1573.25,1280000.0
2024-06-06,1565.0,1565.0,1546.85,1559.45,251260.0
2024-06-05,1499.95,1559.7,1482.5,1551.3,440480.0
2024-06-04,1550.0,1559.7,1452.85,1482.75,985180.0
2024-06-03,1587.05,1597.0,1555.0,1572.1,2050000.0
2024-05-31,1519.9,1535.0,1514.5,1530.85,1100000.0
2024-05-30,1500.0,1524.0,1498.25,1514.6,335390.0
2024-05-29,1523.55,1523.85,1501.7,1507.85,1320000.0
2024-05-28,1527.95,1535.45,1524.9,1530.5,600350.0
2024-05-27,1523.35,1544.95,1519.0,1527.95,1040000.0
2024-05-24,1489.45,1519.95,1487.1,1516.65,592210.0
2024-05-23,1458.0,1495.0,1457.6,1492.2,833670.0
2024-05-22,1462.1,1465.7,1449.0,1459.75,168710.0
2024-05-21,1454.0,1469.75,1454.0,1458.4,181980.0
2024-05-18,1464.25,1468.95,1463.4,1465.4,68410.0
2024-05-17,1455.0,1468.0,1449.0,1464.9,692540.0
2024-05-16,1442.55,1462.0,1436.0,1460.15,458835.0
2024-05-15,1459.6,1459.6,1436.0,1438.85,531031.0
2024-05-14,1450.65,1465.3,1450.15,1461.8,351466.0
